Name	latitude	longitude	in_evidence	in_evidence_description	storytelling_path	storytelling_path_description	Type	Note	Date	Year	Alpinist	Guide	Expedition_members	Reference	altitude_span	altitude	SOIUSA	SOIUSA_Grande_Parte	SOIUSA_Grande_Settore	SOIUSA_Sezione	SOIUSA_Sottosezione	SOIUSA_Supergruppo	SOIUSA_Gruppo	SOIUSA_Sottogruppo	SOIUSA_Codice
Dent Blanche	46.035556	7.613056	FALSE				First absolute ascent		18 luglio 1862	1862	Jean-Baptiste Croz, Johann Kronig, William Wigram, Thomas Stuart Kennedy		Jean-Baptiste Croz, Johann Kronig, William Wigram, Thomas Stuart Kennedy	T. S. Kennedy, Ascent of the Dent Blanche, in The alpine journal, Alpine Club, Londra, 1864; pagg. 33-39	4000	4357	Alpi Occidentali > Alpi Nord-occidentali > Alpi Pennine > Alpi del Weisshorn e del Cervino > Catena Dent Blanche-Grand Cornier > Gruppo della Dent Blanche > 	Alpi Occidentali	Alpi Nord-occidentali	Alpi Pennine	Alpi del Weisshorn e del Cervino	Catena Dent Blanche-Grand Cornier	Gruppo della Dent Blanche		I/B-9.II-C.5
Dobratsch	46.6	13.666667	FALSE				First absolute ascent		1794	1794	Franz von Hohenwart		Franz von Hohenwart		2000	2166	Alpi Orientali > Alpi Sud-orientali > Alpi Carniche e della Gail > Alpi della Gail > Alpi di Erzberg e di Villacher > Alpi di Villacher > 	Alpi Orientali	Alpi Sud-orientali	Alpi Carniche e della Gail	Alpi della Gail	Alpi di Erzberg e di Villacher	Alpi di Villacher		II/C-33.II-F.11
Furchetta	46.612225	11.772873	FALSE		Prime Ascensioni sulle Dolomiti		First absolute ascent		1880	1880	Johann Santner		Johann Santner		3000	3025	Alpi Orientali > Alpi Sud-orientali > Dolomiti > Dolomiti di Gardena e di Fassa > Dolomiti di Gardena > Gruppo delle Odle > Gruppo delle Odle p.d.	Alpi Orientali	Alpi Sud-orientali	Dolomiti	Dolomiti di Gardena e di Fassa	Dolomiti di Gardena	Gruppo delle Odle	Gruppo delle Odle p.d.	II/C-31.III-A.5.a
Grand Pilier d'Angle	45.82416	6.88302	FALSE				First absolute ascent		3 agosto1957	1957	Walter Bonatti		Walter Bonatti		4000	4234	Alpi Occidentali > Alpi Nord-occidentali > Alpi Graie > Alpi del Monte Bianco > Massiccio del Monte Bianco > Gruppo del Monte Bianco > Monte Bianco	Alpi Occidentali	Alpi Nord-occidentali	Alpi Graie	Alpi del Monte Bianco	Massiccio del Monte Bianco	Gruppo del Monte Bianco	Monte Bianco	I/B-7.V-B.2.b
Grande Tête de By	45.919739	7.298205	FALSE				First absolute ascent		7 luglio 1894	1894	Max Rosenmund		Max Rosenmund		3500	3588	Alpi Occidentali > Alpi Nord-occidentali > Alpi Pennine > Alpi del Grand Combin > Catena Grand Combin-Monte Vélan > Gruppo Monte Velàn-Tête de By > Gruppo della Grand Tête de By	Alpi Occidentali	Alpi Nord-occidentali	Alpi Pennine	Alpi del Grand Combin	Catena Grand Combin-Monte Vélan	Gruppo Monte Velàn-Tête de By	Gruppo della Grand Tête de By	I/B-9.I-B.3.b
Grosse Sandspitze	46.767241	12.811174	FALSE				First absolute ascent		2 luglio1866	1866	Franz Mitterhofer		Franz Mitterhofer		2500	2770	Alpi Orientali > Alpi Sud-orientali > Alpi Carniche e della Gail > Alpi della Gail > Alpi Centrali di Lienz > Gruppo del Laserz > Dorsale del Sandspitze	Alpi Orientali	Alpi Sud-orientali	Alpi Carniche e della Gail	Alpi della Gail	Alpi Centrali di Lienz	Gruppo del Laserz	Dorsale del Sandspitze	II/C-33.II-B.3.d
Hochstuhl	46.433889	14.173889	FALSE				First absolute ascent		1794	1794	Franz von Hohenwart		Franz von Hohenwart		2000	2237	Alpi Orientali > Alpi Sud-orientali > Alpi di Carinzia e di Slovenia > Caravanche > Caravanche Occidentali > Gruppo dello Stol > Dorsale dello Stol	Alpi Orientali	Alpi Sud-orientali	Alpi di Carinzia e di Slovenia	Caravanche	Caravanche Occidentali	Gruppo dello Stol	Dorsale dello Stol	II/C-35.I-A.3.a
Monte Gelé	45.904167	7.366111	FALSE				First absolute ascent		11 agosto1861	1861	Frederick William Jacomb, Jean-Baptiste Croze, Michel Croz		Frederick William Jacomb, Jean-Baptiste Croze, Michel Croz	Gino Buscaini, Alpi Pennine, vol. I, Guida dei Monti d'Italia, Milano, Club Alpino Italiano e Touring Club Italiano, 1971.	3500	3519	Alpi Occidentali > Alpi Nord-occidentali > Alpi Pennine > Alpi del Grand Combin > Catena Gelé-Collon > Gruppo Gelé-Morion > Gruppo del Gelé	Alpi Occidentali	Alpi Nord-occidentali	Alpi Pennine	Alpi del Grand Combin	Catena Gelé-Collon	Gruppo Gelé-Morion	Gruppo del Gelé	I/B-9.I-C.5.b
Monviso	44.668531	7.09013	FALSE				First absolute ascent		30 agosto1861	1861	William Mathews, Frederick William Jacomb, Jean-Baptiste Croz, Michel Croz		William Mathews, Frederick William Jacomb, Jean-Baptiste Croz, Michel Croz		3500	3841	Alpi Occidentali > Alpi Sud-occidentali > Alpi Cozie > Alpi del Monviso > Gruppo del Monviso > Gruppo del Monvisopropriamente detto > Nodo del Monviso	Alpi Occidentali	Alpi Sud-occidentali	Alpi Cozie	Alpi del Monviso	Gruppo del Monviso	Gruppo del Monvisopropriamente detto	Nodo del Monviso	I/A-4.I-C.8.a
Punta Santner	46.525332	11.570442	FALSE		Prime Ascensioni sulle Dolomiti		First absolute ascent		7 luglio 1880	1880	Johann Santner		Johann Santner		2000	2414	Alpi Orientali > Alpi Sud-orientali > Dolomiti > Dolomiti di Gardena e di Fassa > Dolomiti di Fassa > Massiccio dello Sciliar > Massiccio Monte Pez-Cime di Siusi	Alpi Orientali	Alpi Sud-orientali	Dolomiti	Dolomiti di Gardena e di Fassa	Dolomiti di Fassa	Massiccio dello Sciliar	Massiccio Monte Pez-Cime di Siusi	II/C-31.III-B.7.b
Punta Thurwieser	46.495417	10.52511	FALSE				First absolute ascent		1869	1869	Theodor Harpprecht, Joseph Schnell		Theodor Harpprecht, Joseph Schnell		3500	3641	Alpi Orientali > Alpi Sud-orientali > Alpi Retiche meridionali > Alpi dell'Ortles > Gruppo Ortles-Cevedale > Gruppo dell'Ortles > Sottogruppo Trafoi-Thurwieser	Alpi Orientali	Alpi Sud-orientali	Alpi Retiche meridionali	Alpi dell'Ortles	Gruppo Ortles-Cevedale	Gruppo dell'Ortles	Sottogruppo Trafoi-Thurwieser	II/C-28.I-A.1.b
Rocca la Meja	44.398333	7.068611	FALSE				First absolute ascent		17 settembre1895	1895	Giovanni Bobba		Giovanni Bobba		2500	2831	Alpi Occidentali > Alpi Sud-occidentali > Alpi Cozie > Alpi del Monviso > Gruppo del Chambeyron > Gruppo dell'Oserot > Gruppo della Meja	Alpi Occidentali	Alpi Sud-occidentali	Alpi Cozie	Alpi del Monviso	Gruppo del Chambeyron	Gruppo dell'Oserot	Gruppo della Meja	I/A-4.I-A.2.b
Rocca Pagana	45.78991	10.62493	FALSE				First absolute ascent		estate 1958 sulla Guglia ovest	vest	Italo Salvi, Nella Depretto		Italo Salvi, Nella Depretto		1000	1261	Alpi Orientali > Alpi Sud-orientali > Prealpi Bresciane e Gardesane > Prealpi Gardesane > Prealpi Gardesane Sud-occidentali > Tombea > Tombea	Alpi Orientali	Alpi Sud-orientali	Prealpi Bresciane e Gardesane	Prealpi Gardesane	Prealpi Gardesane Sud-occidentali	Tombea	Tombea	II/C-30.II-B.5.a
Rocciamelone	45.2036	7.076869	FALSE				First absolute ascent		1º settembre1358	1358	Bonifacio Rotario D'Asti		Bonifacio Rotario D'Asti		3500	3538	Alpi Occidentali > Alpi Nord-occidentali > Alpi Graie > Alpi di Lanzo e dell'Alta Moriana > Catena Rocciamelone-Charbonnel > Gruppo del Rocciamelone > Nodo del Rocciamelone	Alpi Occidentali	Alpi Nord-occidentali	Alpi Graie	Alpi di Lanzo e dell'Alta Moriana	Catena Rocciamelone-Charbonnel	Gruppo del Rocciamelone	Nodo del Rocciamelone	I/B-7.I-A.2.a
Balmhorn	46.425	7.693611	FALSE				First absolute ascent		21 luglio 1864	1864	Frank Walker, Horace Walker, Lucy Walker	Jakob Anderegg, Melchior Anderegg	Frank Walker, Horace Walker, Lucy Walker, Jakob Anderegg, Melchior Anderegg		3500	3697	Alpi Occidentali > Alpi Nord-occidentali > Alpi Bernesi > Alpi Bernesiin senso stretto > Catena Gletscherhorn-Blümlisalp-Balmhorn > Gruppo Balmhorn-Torrenthorn > Gruppo del Balmhorn	Alpi Occidentali	Alpi Nord-occidentali	Alpi Bernesi	Alpi Bernesiin senso stretto	Catena Gletscherhorn-Blümlisalp-Balmhorn	Gruppo Balmhorn-Torrenthorn	Gruppo del Balmhorn	I/B-12.II-D.11.b
Barre des Écrins	44.922222	6.359444	FALSE				First absolute ascent		1864	1864	Adolphus Warburton Moore, Horace Walkered, Edward Whymper	Michel Croz, Christian Almer	Adolphus Warburton Moore, Horace Walkered, Edward Whymper, Michel Croz, Christian Almer		4000	4102	Alpi Occidentali > Alpi Sud-occidentali > Alpi del Delfinato > Massiccio des Écrins > Catena Écrins-Grande Ruine-Agneaux > Gruppo des Écrins > 	Alpi Occidentali	Alpi Sud-occidentali	Alpi del Delfinato	Massiccio des Écrins	Catena Écrins-Grande Ruine-Agneaux	Gruppo des Écrins		I/A-5.III-A.5
Cima d'Asta	46.178	11.60594	FALSE		Prime Ascensioni sulle Dolomiti		First absolute ascent		1906	1906	Pompeo Tomaselli		Pompeo Tomaselli		2500	2847	Alpi Orientali > Alpi Sud-orientali > Dolomiti > Dolomiti di Fiemme > Dolomiti Meridionali di Fiemme > Massiccio di Cima d'Asta > Dorsale Cima d'Asta-Quarazza	Alpi Orientali	Alpi Sud-orientali	Dolomiti	Dolomiti di Fiemme	Dolomiti Meridionali di Fiemme	Massiccio di Cima d'Asta	Dorsale Cima d'Asta-Quarazza	II/C-31.V-B.5.a
Cima di Valeille	45.523076	7.388427	FALSE				First absolute ascent		14 settembre1893	1893	Giovanni Bobba	Casimire Thérisod	Giovanni Bobba, Casimire Thérisod		3000	3357	Alpi Occidentali > Alpi Nord-occidentali > Alpi Graie > Alpi del Gran Paradiso > Massiccio del Gran Paradiso > Gruppo Sengie-Chardonney > Nodo delle Sengie	Alpi Occidentali	Alpi Nord-occidentali	Alpi Graie	Alpi del Gran Paradiso	Massiccio del Gran Paradiso	Gruppo Sengie-Chardonney	Nodo delle Sengie	I/B-7.IV-A.4.a
Obergabelhorn	46.038333	7.667778	FALSE				First absolute ascent		6 luglio 1865	1865	Adolphus Warburton Moore, Horace Walkere, Jakob Anderegg		Adolphus Warburton Moore, Horace Walkere, Jakob Anderegg		4000	4063	Alpi Occidentali > Alpi Nord-occidentali > Alpi Pennine > Alpi del Weisshorn e del Cervino > Catena Weisshorn-Zinalrothorn > Gruppo Obergabelhorn-Zinalrothorn > 	Alpi Occidentali	Alpi Nord-occidentali	Alpi Pennine	Alpi del Weisshorn e del Cervino	Catena Weisshorn-Zinalrothorn	Gruppo Obergabelhorn-Zinalrothorn		I/B-9.II-D.7
Pigne d'Arolla	45.991111	7.455	FALSE				First absolute ascent		9 luglio 1865	1865	Adolphus Warburton Moore, Horace Walker, Jakob Anderegg		Adolphus Warburton Moore, Horace Walker, Jakob Anderegg		3500	3796	Alpi Occidentali > Alpi Nord-occidentali > Alpi Pennine > Alpi del Grand Combin > Catena Arolla-Cheilon-Pleureur > Gruppo Arolla-Cheilon-Ruinette > 	Alpi Occidentali	Alpi Nord-occidentali	Alpi Pennine	Alpi del Grand Combin	Catena Arolla-Cheilon-Pleureur	Gruppo Arolla-Cheilon-Ruinette		I/B-9.I-D.8
Pilatus	46.980194	8.253994	FALSE				First absolute ascent		1518	1518	Joachim Vadiano		Joachim Vadiano		2000	2128	Alpi Occidentali > Alpi Nord-occidentali > Prealpi Svizzere > Prealpi di Lucerna e di Untervaldo > Prealpi di Lucerna > Massiccio del Pilatus > 	Alpi Occidentali	Alpi Nord-occidentali	Prealpi Svizzere	Prealpi di Lucerna e di Untervaldo	Prealpi di Lucerna	Massiccio del Pilatus		I/B-14.III-A.3
Piz Roseg	46.373808	9.882867	FALSE				First absolute ascent		28 giugno 1865	1865	Adolphus Warburton Moore, Horace Walker	Jakob Anderegg	Adolphus Warburton Moore, Horace Walker, Jakob Anderegg	Silvio Saglio, Bernina, Guida dei Monti d'Italia, Milano, Club Alpino Italiano e Touring Club Italiano, 1959.	3500	3935	Alpi Orientali > Alpi Centro-orientali > Alpi Retiche occidentali > Alpi del Bernina > Catena Bernina-Scalino > Massiccio del Bernina > Gruppo del Bernina	Alpi Orientali	Alpi Centro-orientali	Alpi Retiche occidentali	Alpi del Bernina	Catena Bernina-Scalino	Massiccio del Bernina	Gruppo del Bernina	II/A-15.III-A.1.c
Grummetkopf	47.49102	13.54289	FALSE				First absolute ascent		5 ottobre 1913	1913	Hans Reinl, Anton Steinmaier, Felix Steinmaier		Hans Reinl, Anton Steinmaier, Felix Steinmaier		2000	2040	Alpi Orientali > Alpi Nord-orientali > Alpi Settentrionali Salisburghesi >  >  > Monti del Dachstein > 	Alpi Orientali	Alpi Nord-orientali	Alpi Settentrionali Salisburghesi			Monti del Dachstein		II/B-24.III-C.5.a
Monte Lera (Valle di Viù)	45.234042	7.150555	FALSE				First absolute ascent		15 settembre1873	1873	Martino Baretti	Giuseppe Cibrario	Martino Baretti, Giuseppe Cibrario		3000	3355	Alpi Occidentali > Alpi Nord-occidentali > Alpi Graie > Alpi di Lanzo e dell'Alta Moriana > Catena Arnas-Ciamarella > Gruppo Autaret-Ovarda > Cresta Autaret-Lera-Arnas	Alpi Occidentali	Alpi Nord-occidentali	Alpi Graie	Alpi di Lanzo e dell'Alta Moriana	Catena Arnas-Ciamarella	Gruppo Autaret-Ovarda	Cresta Autaret-Lera-Arnas	I/B-7.I-B.4.a
Monveso di Forzo	45.53805	7.41659	FALSE				First absolute ascent		7 agosto1867	1867	Martino Baretti	Giulio Rastoldo, detto Egidio	Martino Baretti, Giulio Rastoldo, detto Egidio	[1]	3000	3322	Alpi Occidentali > Alpi Nord-occidentali > Alpi Graie > Alpi del Gran Paradiso > Massiccio del Gran Paradiso > Gruppo Sengie-Chardonney > Nodo delle Sengie	Alpi Occidentali	Alpi Nord-occidentali	Alpi Graie	Alpi del Gran Paradiso	Massiccio del Gran Paradiso	Gruppo Sengie-Chardonney	Nodo delle Sengie	I/B-7.IV-A.4.a
Ortles	46.51056	10.54194	FALSE				First absolute ascent		27/09/1804	1804	Joseph Pichler		Joseph Pichler		3500	3905	Alpi Orientali > Alpi Sud-orientali > Alpi Retiche meridionali > Alpi dell'Ortles > Gruppo Ortles-Cevedale > Gruppo dell'Ortles > Gruppo Ortles-Gran Zebrù	Alpi Orientali	Alpi Sud-orientali	Alpi Retiche meridionali	Alpi dell'Ortles	Gruppo Ortles-Cevedale	Gruppo dell'Ortles	Gruppo Ortles-Gran Zebrù	II/C-28.I-A.1.c
Pierre Menue	45.161154	6.767712	FALSE				First absolute ascent		3 agosto 1875	1875	Martino Baretti	Pietro Medail, Augusto Sibille	Martino Baretti, Pietro Medail, Augusto Sibille	[1]	3500	3506	Alpi Occidentali > Alpi Sud-occidentali > Alpi Cozie > Alpi del Moncenisio > Catena Bernauda-Pierre Menue-Ambin > Gruppo della Pierre Menue > Sottogruppo della Pierre Menue	Alpi Occidentali	Alpi Sud-occidentali	Alpi Cozie	Alpi del Moncenisio	Catena Bernauda-Pierre Menue-Ambin	Gruppo della Pierre Menue	Sottogruppo della Pierre Menue	I/A-4.III-B.5.b
Punta Baretti	45.816666	6.86666	FALSE				First absolute ascent		28 luglio1880	1880	Jean-Joseph Maquignaz, Martino Baretti		Jean-Joseph Maquignaz, Martino Baretti		4000	4013	Alpi Occidentali > Alpi Nord-occidentali > Alpi Graie > Alpi del Monte Bianco > Massiccio del Monte Bianco > Gruppo del Monte Bianco > Contrafforti italiani del Monte Bianco	Alpi Occidentali	Alpi Nord-occidentali	Alpi Graie	Alpi del Monte Bianco	Massiccio del Monte Bianco	Gruppo del Monte Bianco	Contrafforti italiani del Monte Bianco	I/B-7.V-B.2.c/b
Freyaturm	47.526157	13.484001	FALSE				First absolute ascent		15 giugno 1913	1913	Hans Reinl, Anton Steinmaier, Felix Steinmaier		Hans Reinl, Anton Steinmaier, Felix Steinmaier		1500	1991	Alpi Orientali > Alpi Nord-orientali > Alpi del Salzkammergut e dell'Alta Austria > Monti del Dachstein > Gruppo del Gosau >  > 	Alpi Orientali	Alpi Nord-orientali	Alpi del Salzkammergut e dell'Alta Austria	Monti del Dachstein	Gruppo del Gosau			II/B-25.I-A
Punta Fourà	45.475488	7.208169	FALSE				First absolute ascent		1867	1867	Martino Baretti	 A. Blanchetti	Martino Baretti,  A. Blanchetti	[1]	3000	3411	Alpi Occidentali > Alpi Nord-occidentali > Alpi Graie > Alpi del Gran Paradiso > Massiccio del Gran Paradiso > Gruppo Ciarforon-Punta Fourà > Nodo di Punta Fourà	Alpi Occidentali	Alpi Nord-occidentali	Alpi Graie	Alpi del Gran Paradiso	Massiccio del Gran Paradiso	Gruppo Ciarforon-Punta Fourà	Nodo di Punta Fourà	I/B-7.IV-A.1.a
Punta Lunella	45.19703	7.21623	FALSE				First absolute ascent		23 giugno1873	1873	Martino Baretti	Giuseppe Cibrario	Martino Baretti, Giuseppe Cibrario	[1]	2500	2772	Alpi Occidentali > Alpi Nord-occidentali > Alpi Graie > Alpi di Lanzo e dell'Alta Moriana > Catena Rocciamelone-Charbonnel > Gruppo del Rocciamelone > Cresta Lunella-Arpone	Alpi Occidentali	Alpi Nord-occidentali	Alpi Graie	Alpi di Lanzo e dell'Alta Moriana	Catena Rocciamelone-Charbonnel	Gruppo del Rocciamelone	Cresta Lunella-Arpone	I/B-7.I-A.2.b
Aiguille du Grépon	45.903944	6.918533	FALSE				First absolute ascent		5 agosto1881	1881	Albert Frederick Mummery	Alexander Burgener, Benedikt Venetz	Albert Frederick Mummery, Alexander Burgener, Benedikt Venetz		3000	3482	Alpi Occidentali > Alpi Nord-occidentali > Alpi Graie > Alpi del Monte Bianco > Massiccio del Monte Bianco > Catena delle Aiguilles de Chamonix > Gruppo Charmoz-Grépon	Alpi Occidentali	Alpi Nord-occidentali	Alpi Graie	Alpi del Monte Bianco	Massiccio del Monte Bianco	Catena delle Aiguilles de Chamonix	Gruppo Charmoz-Grépon	I/B-7.V-B.3.d
Allalinhorn	46.04601	7.895	FALSE				First absolute ascent		28 agosto 1856	1856	Franz-Josef Andenmatten, Edward Levi Ames, Member of Imseng family		Franz-Josef Andenmatten, Edward Levi Ames, Member of Imseng family		4000	4027	Alpi Occidentali > Alpi Nord-occidentali > Alpi Pennine > Alpi del Mischabel e del Weissmies > Massiccio del Mischabel > Massiccio dello Strahlhorn > Gruppo Strahlhorn - Allalinhorn	Alpi Occidentali	Alpi Nord-occidentali	Alpi Pennine	Alpi del Mischabel e del Weissmies	Massiccio del Mischabel	Massiccio dello Strahlhorn	Gruppo Strahlhorn - Allalinhorn	I/B-9.V-A.1.a
Becca di Chardoney	45.90841	7.40839	FALSE				First absolute ascent		22 agosto 1882	1882	Arthur Cust	Xaver Andermatten	Arthur Cust, Xaver Andermatten	[1]	3000	3447	Alpi Occidentali > Alpi Nord-occidentali > Alpi Pennine > Alpi del Grand Combin > Catena Gelé-Collon > Gruppo della Becca Rayette > 	Alpi Occidentali	Alpi Nord-occidentali	Alpi Pennine	Alpi del Grand Combin	Catena Gelé-Collon	Gruppo della Becca Rayette		I/B-9.I-C.6
Blinnenhorn	46.425884	8.308368	FALSE				First absolute ascent		1881	1881	Arthur Cust		Arthur Cust		3000	3374	Alpi Occidentali > Alpi Nord-occidentali > Alpi Lepontine > Alpi del Monte Leone e del San Gottardo > Catena Monte Leone-Blinnenhorn > Gruppo Blinnenhorn-Valrossa > Gruppo del Blinnenhorn	Alpi Occidentali	Alpi Nord-occidentali	Alpi Lepontine	Alpi del Monte Leone e del San Gottardo	Catena Monte Leone-Blinnenhorn	Gruppo Blinnenhorn-Valrossa	Gruppo del Blinnenhorn	I/B-10.I-A.5.a
Campanile Alto	46.16438	10.893492	FALSE				First absolute ascent		27 luglio 1885	1885	Gottfried Merzbacher	Bonifacio Nicolussi	Gottfried Merzbacher, Bonifacio Nicolussi		2500	2937	Alpi Orientali > Alpi Sud-orientali > Alpi Retiche meridionali > Dolomiti di Brenta > Gruppo di Brenta e della Paganella > Gruppo di Brenta > Gruppo centrale di Brenta	Alpi Orientali	Alpi Sud-orientali	Alpi Retiche meridionali	Dolomiti di Brenta	Gruppo di Brenta e della Paganella	Gruppo di Brenta	Gruppo centrale di Brenta	II/C-28.IV-A.1.e
Dürrenhorn	46.11972	7.84805	FALSE				First absolute ascent		7 settembre 1879	1879	Albert Frederick Mummery, William Penhall	Alexander Burgener, Ferdinand Imseng	Albert Frederick Mummery, William Penhall, Alexander Burgener, Ferdinand Imseng		4000	4035	Alpi Occidentali > Alpi Nord-occidentali > Alpi Pennine > Alpi del Mischabel e del Weissmies > Massiccio del Mischabel > Catena dei Mischabel p.d. > 	Alpi Occidentali	Alpi Nord-occidentali	Alpi Pennine	Alpi del Mischabel e del Weissmies	Massiccio del Mischabel	Catena dei Mischabel p.d.		I/B-9.V-A.2
Lagginhorn	46.15722	8.00305	FALSE				First absolute ascent		26 agosto 1856	1856	Edward Levi Ames, Franz Andenmatten, Johann Josef Imseng		Edward Levi Ames, Franz Andenmatten, Johann Josef Imseng		4000	4010	Alpi Occidentali > Alpi Nord-occidentali > Alpi Pennine > Alpi del Mischabel e del Weissmies > Catena del Weissmies > Gruppo del Weissmies > Weissmies Fletschhorn	Alpi Occidentali	Alpi Nord-occidentali	Alpi Pennine	Alpi del Mischabel e del Weissmies	Catena del Weissmies	Gruppo del Weissmies	Weissmies Fletschhorn	I/B-9.V-C.6.a
Aiguille de la Vanoise	45.394722	6.779167	FALSE				First absolute ascent		12 settembre1911	1911	Marie-Antoinette Vernay	Marcellin Amiez	Marie-Antoinette Vernay, Marcellin Amiez		2500	2797	Alpi Occidentali > Alpi Nord-occidentali > Alpi Graie > Alpi della Vanoise e del Grand Arc > Massiccio della Vanoise > Gruppo del Dôme de Chasseforêt > Nodo del Mont Pelve	Alpi Occidentali	Alpi Nord-occidentali	Alpi Graie	Alpi della Vanoise e del Grand Arc	Massiccio della Vanoise	Gruppo del Dôme de Chasseforêt	Nodo del Mont Pelve	I/B-7.II-D.8.a
Dômes de Miage	45.816466	6.7994	FALSE				First absolute ascent		2 settembre1858	1858	Edmund Thomas Coleman	Frédéric Mollard, Joseph Jacquemont	Edmund Thomas Coleman, Frédéric Mollard, Joseph Jacquemont	Renato Chabod, Lorenzo Grivel, Silvio Saglio, Monte Bianco, vol. I, Guida dei Monti d'Italia, Milano, Club Alpino Italiano e Touring Club Italiano, 1963.	3500	3673	Alpi Occidentali > Alpi Nord-occidentali > Alpi Graie > Alpi del Monte Bianco > Massiccio di Trélatête > Catena Trélatête-Dômes de Miage > Gruppo dei Dômes de Miage	Alpi Occidentali	Alpi Nord-occidentali	Alpi Graie	Alpi del Monte Bianco	Massiccio di Trélatête	Catena Trélatête-Dômes de Miage	Gruppo dei Dômes de Miage	I/B-7.V-A.1.c/a
Eiger	46.5775	8.005278	TRUE	La temuta parete nord dell'Eiger, conquistata da Anderl Heckmair, Ludwig Vörg, Heinrich Harrer e Fritz Kasparek.			First absolute ascent		11 agosto 1858	1858	Christian Almer, Peter Bohren, Charles Barrington		Christian Almer, Peter Bohren, Charles Barrington		3500	3967	Alpi Occidentali > Alpi Nord-occidentali > Alpi bernesi > Alpi bernesiin senso stretto > Catena Jungfrau-Fiescherhorn > Gruppo della Jungfrau > 	Alpi Occidentali	Alpi Nord-occidentali	Alpi bernesi	Alpi bernesiin senso stretto	Catena Jungfrau-Fiescherhorn	Gruppo della Jungfrau		I/B-12.II-B.4
